Latin_Name,NCRN_Common,Common,Family,Genus,Species,TSN,Favorite,Woody,Herbaceous,Targeted_Herb,Tree,Shrub,Vine,Exotic
Convallaria sp.,convallaria,convallaria,Liliaceae,Convallaria,,42908,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Convallaria majalis,European lily of the valley,European lily of the valley,Liliaceae,Convallaria,majalis,42909,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Convallaria majuscula,American lily-of-the-valley,American lily-of-the-valley,Liliaceae,Convallaria,majuscula,506910,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Convolvulaceae,bindweed family,bindweed family,Convolvulaceae,,,30648,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Convolvulus sp.,bindweed,bindweed,Convolvulaceae,Convolvulus,,30701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Convolvulus arvensis,field bindweed,field bindweed,Convolvulaceae,Convolvulus,arvensis,30705,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Convolvulus wallichianus,Wallich's bindweed,Wallich's bindweed,Convolvulaceae,Convolvulus,wallichianus,30709,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Conyza sp.,horseweed,horseweed,Asteraceae,Conyza,,37108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Conyza canadensis,Canadian horseweed,Canadian horseweed,Asteraceae,Conyza,canadensis,37113,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Conyza canadensis var. canadensis,Canadian horseweed,Canadian horseweed,Asteraceae,Conyza,canadensis,527476,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Conyza canadensis var. pusilla,Canadian horseweed,Canadian horseweed,Asteraceae,Conyza,canadensis,527478,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Conyza ramosissima,dwarf horseweed,dwarf horseweed,Asteraceae,Conyza,ramosissima,37118,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coptis sp.,goldthread,goldthread,Ranunculaceae,Coptis,,18763,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coptis trifolia,threeleaf goldthread,threeleaf goldthread,Ranunculaceae,Coptis,trifolia,18767,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corchorus sp.,corchorus,corchorus,Tiliaceae,Corchorus,,21512,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corchorus tridens,tridens corchorus,tridens corchorus,Tiliaceae,Corchorus,tridens,506093,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis sp.,tickseed,tickseed,Asteraceae,Coreopsis,,37123,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis auriculata,lobed tickseed,lobed tickseed,Asteraceae,Coreopsis,auriculata,37124,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis grandiflora,largeflower tickseed,largeflower tickseed,Asteraceae,Coreopsis,grandiflora,37135,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis grandiflora var. harveyana,largeflower tickseed,largeflower tickseed,Asteraceae,Coreopsis,grandiflora,527488,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis lanceolata,lanceleaf tickseed,lanceleaf tickseed,Asteraceae,Coreopsis,lanceolata,37139,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis major,greater tickseed,greater tickseed,Asteraceae,Coreopsis,major,37143,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis pubescens,star tickseed,star tickseed,Asteraceae,Coreopsis,pubescens,37149,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis pubescens var. pubescens,star tickseed,star tickseed,Asteraceae,Coreopsis,pubescens,527492,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis pubescens var. robusta,star tickseed,star tickseed,Asteraceae,Coreopsis,pubescens,527493,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis rosea,pink tickseed,pink tickseed,Asteraceae,Coreopsis,rosea,37151,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis tinctoria,golden tickseed,golden tickseed,Asteraceae,Coreopsis,tinctoria,37153,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis tinctoria var. tinctoria,golden tickseed,golden tickseed,Asteraceae,Coreopsis,tinctoria,527496,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis tripteris,tall tickseed,tall tickseed,Asteraceae,Coreopsis,tripteris,37154,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coreopsis verticillata,whorled tickseed,whorled tickseed,Asteraceae,Coreopsis,verticillata,37155,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coriandrum sp.,coriander,coriander,Apiaceae,Coriandrum,,29621,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coriandrum sativum,coriander,coriander,Apiaceae,Coriandrum,sativum,29622,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cornaceae,,,Cornaceae,,,27796,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cornus sp.,dogwood,dogwood,Cornaceae,Cornus,,27798,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Cornus ×arnoldiana,,,Cornaceae,Cornus,×arnoldiana,27814,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus alternifolia,alternateleaf dogwood,alternateleaf dogwood,Cornaceae,Cornus,alternifolia,27813,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cornus amomum,silky dogwood,silky dogwood,Cornaceae,Cornus,amomum,27799,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus canadensis,bunchberry dogwood,bunchberry dogwood,Cornaceae,Cornus,canadensis,27816,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus drummondii,roughleaf dogwood,roughleaf dogwood,Cornaceae,Cornus,drummondii,27807,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus florida,flowering dogwood,flowering dogwood,Cornaceae,Cornus,florida,27806,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cornus obliqua,silky dogwood,silky dogwood,Cornaceae,Cornus,obliqua,511442,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus racemosa,gray dogwood,gray dogwood,Cornaceae,Cornus,racemosa,501635,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus rugosa,roundleaf dogwood,roundleaf dogwood,Cornaceae,Cornus,rugosa,27810,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus sanguinea,bloodtwig dogwood,bloodtwig dogwood,Cornaceae,Cornus,sanguinea,501636,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus sericea,redosier dogwood,redosier dogwood,Cornaceae,Cornus,sericea,501637,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cornus sericea ssp. sericea,redosier dogwood,redosier dogwood,Cornaceae,Cornus,sericea,523904,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Coronopus sp.,swinecress,swinecress,Brassicaceae,Coronopus,,23104,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coronopus didymus,lesser swinecress,lesser swinecress,Brassicaceae,Coronopus,didymus,23105,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coronopus squamatus,greater swinecress,greater swinecress,Brassicaceae,Coronopus,squamatus,23106,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corrigiola sp.,corrigiola,corrigiola,Caryophyllaceae,Corrigiola,,20273,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corrigiola litoralis,strapwort,strapwort,Caryophyllaceae,Corrigiola,litoralis,20274,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corydalis sp.,fumewort,fumewort,Fumariaceae,Corydalis,,18998,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corydalis aurea,scrambled eggs,scrambled eggs,Fumariaceae,Corydalis,aurea,18999,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corydalis flavula,yellow fumewort,yellow fumewort,Fumariaceae,Corydalis,flavula,19005,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corydalis sempervirens,rock harlequin,rock harlequin,Fumariaceae,Corydalis,sempervirens,19010,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Corylus sp.,hazelnut,hazelnut,Betulaceae,Corylus,,19505,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Corylus americana,American hazelnut,American hazelnut,Betulaceae,Corylus,americana,19506,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Corylus cornuta,beaked hazelnut,beaked hazelnut,Betulaceae,Corylus,cornuta,19507,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Corylus cornuta var. cornuta,beaked hazelnut,beaked hazelnut,Betulaceae,Corylus,cornuta,527500,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Corynephorus sp.,clubawn grass,clubawn grass,Poaceae,Corynephorus,,41598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corynephorus canescens,gray clubawn grass,gray clubawn grass,Poaceae,Corynephorus,canescens,41599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cosmos sp.,cosmos,cosmos,Asteraceae,Cosmos,,37161,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cosmos bipinnatus,garden cosmos,garden cosmos,Asteraceae,Cosmos,bipinnatus,37162,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cosmos sulphureus,sulphur cosmos,sulphur cosmos,Asteraceae,Cosmos,sulphureus,37165,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cotinus sp.,smoketree,smoketree,Anacardiaceae,Cotinus,,28799,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cotinus coggygria,European smoketree,European smoketree,Anacardiaceae,Cotinus,coggygria,28800,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cotoneaster sp.,cotoneaster,cotoneaster,Rosaceae,Cotoneaster,,25151,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cotoneaster apiculatus,cranberry cotoneaster,cranberry cotoneaster,Rosaceae,Cotoneaster,apiculatus,508023,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Crassula sp.,pygmyweed,pygmyweed,Crassulaceae,Crassula,,24098,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crassula aquatica,water pygmyweed,water pygmyweed,Crassulaceae,Crassula,aquatica,24099,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crassulaceae,,,Crassulaceae,,,24097,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crataegus sp.,hawthorn,hawthorn,Rosaceae,Crataegus,,24539,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus ×anomala,Arnold hawthorn,Arnold hawthorn,Rosaceae,Crataegus,×anomala,24542,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus ×haemacarpa,,,Rosaceae,Crataegus,×haemacarpa,24565,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus apiomorpha,Fort Sheridan hawthorn,Fort Sheridan hawthorn,Rosaceae,Crataegus,apiomorpha,501673,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus arborea,Montgomery hawthorn,Montgomery hawthorn,Rosaceae,Crataegus,arborea,501674,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus arcana,Carolina hawthorn,Carolina hawthorn,Rosaceae,Crataegus,arcana,501675,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus beata,Dunbar's hawthorn,Dunbar's hawthorn,Rosaceae,Crataegus,beata,501680,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus bona,Berks County hawthorn,Berks County hawthorn,Rosaceae,Crataegus,bona,501681,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus brainerdii,Brainerd's hawthorn,Brainerd's hawthorn,Rosaceae,Crataegus,brainerdii,24546,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus calpodendron,pear hawthorn,pear hawthorn,Rosaceae,Crataegus,calpodendron,24547,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus chrysocarpa,fireberry hawthorn,fireberry hawthorn,Rosaceae,Crataegus,chrysocarpa,24548,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus coleae,Cole's hawthorn,Cole's hawthorn,Rosaceae,Crataegus,coleae,501687,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus compacta,clustered hawthorn,clustered hawthorn,Rosaceae,Crataegus,compacta,501688,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus compta,adorned hawthorn,adorned hawthorn,Rosaceae,Crataegus,compta,501689,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus crus-galli,cockspur hawthorn,cockspur hawthorn,Rosaceae,Crataegus,crus-galli,24552,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus dilatata,broadleaf hawthorn,broadleaf hawthorn,Rosaceae,Crataegus,dilatata,24555,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus disperma,spreading hawthorn,spreading hawthorn,Rosaceae,Crataegus,disperma,24556,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus dispessa,mink hawthorn,mink hawthorn,Rosaceae,Crataegus,dispessa,501697,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus dissona,northern hawthorn,northern hawthorn,Rosaceae,Crataegus,dissona,501698,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus dodgei,Dodge's hawthorn,Dodge's hawthorn,Rosaceae,Crataegus,dodgei,501700,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus erythrocarpa,red hawthorn,red hawthorn,Rosaceae,Crataegus,erythrocarpa,501702,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus flabellata,fanleaf hawthorn,fanleaf hawthorn,Rosaceae,Crataegus,flabellata,24561,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus flava,yellowleaf hawthorn,yellowleaf hawthorn,Rosaceae,Crataegus,flava,24562,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus grandis,grand hawthorn,grand hawthorn,Rosaceae,Crataegus,grandis,501708,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus holmesiana,Holmes' hawthorn,Holmes' hawthorn,Rosaceae,Crataegus,holmesiana,501711,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus intricata,Copenhagen hawthorn,Copenhagen hawthorn,Rosaceae,Crataegus,intricata,24573,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Crataegus iracunda,stolonbearing hawthorn,stolonbearing hawthorn,Rosaceae,Crataegus,iracunda,501720,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Crataegus jesupii,Jesup's hawthorn,Jesup's hawthorn,Rosaceae,Crataegus,jesupii,501722,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus lucorum,grove hawthorn,grove hawthorn,Rosaceae,Crataegus,lucorum,24582,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus macrosperma,bigfruit hawthorn,bigfruit hawthorn,Rosaceae,Crataegus,macrosperma,501733,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus margarettiae,Margarett's hawthorn,Margarett's hawthorn,Rosaceae,Crataegus,margarettiae,501735,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus mollis,downy hawthorn,downy hawthorn,Rosaceae,Crataegus,mollis,24585,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus monogyna,oneseed hawthorn,oneseed hawthorn,Rosaceae,Crataegus,monogyna,24586,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus nitida,glossy hawthorn,glossy hawthorn,Rosaceae,Crataegus,nitida,24587,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus nitidula,Ontario hawthorn,Ontario hawthorn,Rosaceae,Crataegus,nitidula,24588,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus pedicellata,scarlet hawthorn,scarlet hawthorn,Rosaceae,Crataegus,pedicellata,501747,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus pennsylvanica,Pennsylvania hawthorn,Pennsylvania hawthorn,Rosaceae,Crataegus,pennsylvanica,501749,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus persimilis,plumleaf hawthorn,plumleaf hawthorn,Rosaceae,Crataegus,persimilis,24592,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus phaenopyrum,Washington hawthorn,Washington hawthorn,Rosaceae,Crataegus,phaenopyrum,24593,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus porrecta,Pittsburgh hawthorn,Pittsburgh hawthorn,Rosaceae,Crataegus,porrecta,501753,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus pringlei,Pringle's hawthorn,Pringle's hawthorn,Rosaceae,Crataegus,pringlei,501755,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus prona,Illinois hawthorn,Illinois hawthorn,Rosaceae,Crataegus,prona,501756,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus pruinosa,waxyfruit hawthorn,waxyfruit hawthorn,Rosaceae,Crataegus,pruinosa,24595,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus punctata,dotted hawthorn,dotted hawthorn,Rosaceae,Crataegus,punctata,24598,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus putata,Scranton hawthorn,Scranton hawthorn,Rosaceae,Crataegus,putata,501757,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus scabrida,rough hawthorn,rough hawthorn,Rosaceae,Crataegus,scabrida,501767,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus schuettei,Schuette's hawthorn,Schuette's hawthorn,Rosaceae,Crataegus,schuettei,501768,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus shaferi,Shafer's hawthorn,Shafer's hawthorn,Rosaceae,Crataegus,shaferi,501769,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus succulenta,fleshy hawthorn,fleshy hawthorn,Rosaceae,Crataegus,succulenta,24604,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus tanuphylla,keystone hawthorn,keystone hawthorn,Rosaceae,Crataegus,tanuphylla,501777,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus uniflora,dwarf hawthorn,dwarf hawthorn,Rosaceae,Crataegus,uniflora,24608,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Crataegus vailiae,Miss Vail's hawthorn,Miss Vail's hawthorn,Rosaceae,Crataegus,vailiae,24609,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus viridis,green hawthorn,green hawthorn,Rosaceae,Crataegus,viridis,24612,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus viridis var. viridis,green hawthorn,green hawthorn,Rosaceae,Crataegus,viridis,531021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crataegus xanthophylla,buffalo hawthorn,buffalo hawthorn,Rosaceae,Crataegus,xanthophylla,501789,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Crepis sp.,hawksbeard,hawksbeard,Asteraceae,Crepis,,37168,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis biennis,rough hawksbeard,rough hawksbeard,Asteraceae,Crepis,biennis,37180,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis capillaris,smooth hawksbeard,smooth hawksbeard,Asteraceae,Crepis,capillaris,37182,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis pulchra,smallflower hawksbeard,smallflower hawksbeard,Asteraceae,Crepis,pulchra,37202,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis setosa,bristly hawksbeard,bristly hawksbeard,Asteraceae,Crepis,setosa,37211,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis tectorum,narrowleaf hawksbeard,narrowleaf hawksbeard,Asteraceae,Crepis,tectorum,37212,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis vesicaria,beaked hawksbeard,beaked hawksbeard,Asteraceae,Crepis,vesicaria,37213,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crepis vesicaria ssp. taraxacifolia,beaked hawksbeard,beaked hawksbeard,Asteraceae,Crepis,vesicaria,525180,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crotalaria sp.,rattlebox,rattlebox,Fabaceae,Crotalaria,,26569,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crotalaria sagittalis,arrowhead rattlebox,arrowhead rattlebox,Fabaceae,Crotalaria,sagittalis,26579,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton sp.,croton,croton,Euphorbiaceae,Croton,,28260,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton capitatus,hogwort,hogwort,Euphorbiaceae,Croton,capitatus,28266,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton capitatus var. capitatus,hogwort,hogwort,Euphorbiaceae,Croton,capitatus,527534,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton glandulosus,vente conmigo,vente conmigo,Euphorbiaceae,Croton,glandulosus,28275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton glandulosus var. septentrionalis,vente conmigo,vente conmigo,Euphorbiaceae,Croton,glandulosus,527541,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton lindheimerianus,threeseed croton,threeseed croton,Euphorbiaceae,Croton,lindheimerianus,501816,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton lindheimerianus var. lindheimerianus,threeseed croton,threeseed croton,Euphorbiaceae,Croton,lindheimerianus,527543,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton monanthogynus,prairie tea,prairie tea,Euphorbiaceae,Croton,monanthogynus,28283,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Croton punctatus,gulf croton,gulf croton,Euphorbiaceae,Croton,punctatus,28286,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Croton willdenowii,Willdenow's croton,Willdenow's croton,Euphorbiaceae,Croton,willdenowii,506921,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cruciata sp.,bedstraw,bedstraw,Rubiaceae,Cruciata,,500844,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cruciata pedemontana,piedmont bedstraw,piedmont bedstraw,Rubiaceae,Cruciata,pedemontana,502717,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Crypsis sp.,pricklegrass,pricklegrass,Poaceae,Crypsis,,41602,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crypsis alopecuroides,foxtail pricklegrass,foxtail pricklegrass,Poaceae,Crypsis,alopecuroides,41603,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crypsis schoenoides,swamp pricklegrass,swamp pricklegrass,Poaceae,Crypsis,schoenoides,41605,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cryptogramma sp.,rockbrake,rockbrake,Pteridaceae,Cryptogramma,,17460,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cryptogramma stelleri,fragile rockbrake,fragile rockbrake,Pteridaceae,Cryptogramma,stelleri,17462,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cryptotaenia sp.,honewort,honewort,Apiaceae,Cryptotaenia,,29474,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cryptotaenia canadensis,Canadian honewort,Canadian honewort,Apiaceae,Cryptotaenia,canadensis,29475,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cucumis sp.,melon,melon,Cucurbitaceae,Cucumis,,22359,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cucumis melo,cantaloupe,cantaloupe,Cucurbitaceae,Cucumis,melo,22362,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Cucumis sativus,garden cucumber,garden cucumber,Cucurbitaceae,Cucumis,sativus,22364,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Cucurbita sp.,gourd,gourd,Cucurbitaceae,Cucurbita,,22365,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
